Source,Site,Phase,Context,SiteCode,Specimen,Element,GLI,GLm,DI,Dm,Bd,GL,GD,GB,min.w.sh/midpoint w.shaft,max w.sh/th.shaft,Bp,DC,Td,BT,HTC,Dp,Dd,LA,SH,SB,MHP,MWP,DLS,Ld,SLC,GLP,BG,DPA,SDO,BPC,SD,GLpe,BFp,BFd,LG,LO,MBS
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,10645,Phalanx2,,,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10670,Phalanx2,,,,,7.40,,,,,,8.30,,,,,,,,,,,,,,,,,,,,6.60,20.30,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10692,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.10,18.40,,,,,,,,,,,,,4.30
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10708,Tibia,,,,,23.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10726,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.40,17.60,,,,,,,,,,,,,4.00
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10732,Phalanx2,,,,,7.20,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.40,19.60,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10737,Phalanx2,,,,,7.90,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.60,21.50,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10739,Phalanx2,,,,,,,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10787,Tibia,,,,,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10791,Phalanx2,,,,,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10810,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10903,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.40,,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10913,Tibia,,,,,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10915,Phalanx1,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10926,Phalanx2,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10929,Phalanx2,,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,7.10,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10947,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,6.60,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,10970,Phalanx2,,,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11072,Radius,,,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,22.80,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11074,Metatarsal,,,,,20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11076,Tibia,,,,,22.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11078,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,30.30,,,,,,,,,20.10,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11080,Humerus,,,,,25.80,,,,,,,,,23.40,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11081,Humerus,,,,,26.70,,,,,,,,,25.20,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11142,Tibia,,,,,22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11143,Radius,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11171,Tibia,,,,,22.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11182,Phalanx2,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,6.20,20.70,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11186,Phalanx1,,,,,,,,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11209,Metatarsal,,,,,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11210,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.20,18.90,,,,,,,,,,,,,4.90
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11250,Humerus,,,,,27.60,,,,,,,,,25.40,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11251,Radius,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11253,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,28.70,,,,,,,,,22.10,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11254,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,27.80,,,,,,,,,18.50,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11284,Humerus,,,,,24.80,,,,,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11285,Humerus,,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11305,Tibia,,,,,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11310,Phalanx2,,,,,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11318,Phalanx1,,,,,,,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11346,Phalanx1,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11378,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,29.40,,,,,,,,,20.60,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11380,Radius,,,,,,,,,,,27.30,,,,,,,,,,,,,,,,,,,,,,24.60,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11390,Metatarsal,,,,,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11392,Radius,,,,,23.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.70,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11395,Tibia,,,,,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11397,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,32.00,,,,,,,,,21.40,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11402,Astragalus,26.60,25.50,14.60,,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11433,Navicular-cuboid,,,,,,,,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,11457,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,31.00,,,,,,,,,22.30,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11468,Humerus,,,,,25.20,,,,,,,,,23.00,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11519,Phalanx2,,,,,7.50,,,,,,8.10,,,,,,,,,,,,,,,,,,,,6.60,19.90,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11684,Phalanx2,,,,,7.80,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.20,21.60,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11764,Phalanx2,,,,,7.10,,,,,,8.30,,,,,,,,,,,,,,,,,,,,6.80,21.40,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11791,Humerus,,,,,25.80,,,,,,,,,22.70,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11801,Tibia,,,,,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11803,Metacarpal,,,,,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,11804,Metatarsal,,,,,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,11864,Navicular-cuboid,,,,,,,,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,11865,Astragalus,26.50,23.90,14.20,14.50,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,11876,Phalanx1,,,,,,,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,11916,Tibia,,,,,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,11932,Tibia,,,,,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12000,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.70,,,,,,,,,,,,,,4.50
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12005,Phalanx2,,,,,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12008,Tibia,,,,,22.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12044,Astragalus,,,14.20,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12059,Phalanx2,,,,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12063,Phalanx1,,,,,,,,,,,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12065,Phalanx1,,,,,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12067,Phalanx1,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12094,Phalanx2,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12104,Phalanx1,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12112,Phalanx1,,,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12147,Phalanx2,,,,,6.50,,,,,,7.80,,,,,,,,,,,,,,,,,,,,6.20,20.00,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12168,Humerus,,,,,25.70,,,,,,,,,23.90,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12203,Humerus,,,,,,,,,,,,,,25.90,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12229,Phalanx1,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12239,Phalanx2,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,6.30,20.40,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12251,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12264,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,31.10,,,,,,,,,20.30,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12267,Phalanx2,,,,,6.30,,,,,,8.40,,,,,,,,,,,,,,,,,,,,8.20,21.50,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12281,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12282,Phalanx2,,,,,7.80,,,,,,8.50,,,,,,,,,,,,,,,,,,,,7.20,21.30,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12285,Phalanx2,,,,,,,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12291,Phalanx2,,,,,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12313,Radius,,,,,23.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12354,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,28.50,,,,,,,,,19.30,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12371,Phalanx1,,,,,,,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12423,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12438,Tibia,,,,,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12449,Phalanx1,,,,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12454,Phalanx2,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12494,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,,18.80,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12538,Phalanx1,,,,,7.90,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.80,34.20,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12540,Phalanx1,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12584,Phalanx1,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12586,Phalanx2,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12588,Phalanx2,,,,,,,,,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12598,Phalanx2,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12608,Phalanx1,,,,,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12609,Phalanx2,,,,,7.70,,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.80,21.50,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12613,Phalanx1,,,,,8.70,,,,,,10.20,,,,,,,,,,,,,,,,,,,,7.00,36.30,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12650,Humerus,,,,,,,,,,,,,,21.60,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12696,Phalanx2,,,,,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12701,Phalanx2,,,,,6.80,,,,,,8.00,,,,,,,,,,,,,,,,,,,,5.90,19.70,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12702,Phalanx2,,,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12716,Phalanx2,,,,,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12732,Humerus,,,,,26.30,,,,,,,,,22.90,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12736,Phalanx1,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12755,Phalanx2,,,,,8.80,,,,,,9.00,,,,,,,,,,,,,,,,,,,,7.10,21.10,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12804,Phalanx2,,,,,7.80,,,,,,8.90,,,,,,,,,,,,,,,,,,,,6.40,21.10,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12805,Phalanx2,,,,,8.40,,,,,,9.60,,,,,,,,,,,,,,,,,,,,7.00,21.90,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12817,Phalanx1,,,,,,,,,,,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12830,Phalanx1,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12836,Phalanx2,,,,,6.90,,,,,,7.70,,,,,,,,,,,,,,,,,,,,6.10,19.30,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12846,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.80,20.60,,,,,,,,,,,,,4.90
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12849,Tibia,,,,,21.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12867,Phalanx2,,,,,7.60,,,,,,8.70,,,,,,,,,,,,,,,,,,,,7.00,21.60,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12868,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.50,21.70,,,,,,,,,,,,,4.30
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12870,Radius,,,,,,,,,,,27.10,,,,,,,,,,,,,,,,,,,,,,24.00,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12886,Phalanx1,,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12908,Phalanx2,,,,,7.80,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.60,20.80,,,,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12924,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,21.10,17.80,,,,,,,,,,,,,3.90
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,12935,Phalanx1,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),7,,SHUB1_Early,13649,Phalanx2,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,13664,Tibia,,,,,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,13666,Phalanx2,,,,,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),6,,SHUB1_Early,13681,Astragalus,27.10,25.00,15.10,15.00,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13691,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,24.00,,,,,,,,27.80,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13696,Tibia,,,,,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13707,Tibia,,,,,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13716,Astragalus,26.30,24.40,14.30,,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13720,Phalanx1,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13764,Phalanx1,,,,,9.60,,,,,,10.00,,,,,,,,,,,,,,,,,,,,7.30,37.90,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13765,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.50,,,,,,,,,,,,,,4.60
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13767,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13774,Phalanx1,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13775,Phalanx2,,,,,7.70,,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.70,21.50,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13782,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,21.60,17.50,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13795,Metacarpal,,,,,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13819,Phalanx2,,,,,8.10,,,,,,9.50,,,,,,,,,,,,,,,,,,,,7.30,21.00,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13820,Phalanx2,,,,,7.00,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.00,21.10,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13821,Phalanx1,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13845,Astragalus,28.80,,15.70,15.50,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13851,Phalanx2,,,,,,,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13862,Tibia,,,,,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13864,Phalanx1,,,,,8.80,,,,,,9.80,,,,,,,,,,,,,,,,,,,,7.80,40.40,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13931,Astragalus,27.00,25.40,15.40,15.40,16.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13934,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.30,18.10,,,,,,,,,,,,,3.80
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13982,Phalanx2,,,,,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,13996,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14004,Astragalus,25.50,,14.50,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14008,Phalanx2,,,,,,,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14012,Phalanx2,,,,,,,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14024,Phalanx2,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,7.00,19.30,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14040,Phalanx1,,,,,,,,,,,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14041,Tibia,,,,,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14042,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.80,,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14044,Tibia,,,,,21.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14046,Phalanx2,,,,,7.80,,,,,,9.00,,,,,,,,,,,,,,,,,,,,6.60,20.90,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14092,Tibia,,,,,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14119,Phalanx2,,,,,8.00,,,,,,8.80,,,,,,,,,,,,,,,,,,,,7.10,20.70,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14121,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.10,21.40,,,,,,,,,,,,,5.10
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14140,Phalanx1,,,,,,,,,,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14151,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,22.80,18.10,,,,,,,,,,,,,4.70
